2,17
36,44
0,23
48,20
0,45
18,48
38,16
34,14
44,20
8,19
36,47
24,31
4,17
25,34
5,32
47,11
46,5
20,4
49,24
9,21
22,46
20,40
41,2
48,45
28,26
23,18
23,1
21,37
26,49
11,49
32,3
5,14
14,49
36,8
21,42
9,32
1,17
17,19
7,16
17,47
14,35
10,38
34,22
42,8
36,23
11,13
12,14
2,26
1,37
17,25
46,17
42,37
24,39
10,38
49,24
14,0
43,5
19,14
1,36
6,32
40,32
5,0
5,31
44,11
37,49
20,37
29,42
21,45
21,17
1,28
12,20
21,10
10,30
7,25
15,17
35,26
39,9
24,2
35,18
13,15
26,39
14,18
17,32
39,10
36,2
12,31
27,41
29,19
26,14
10,20
3,33
13,14
23,22
17,44
8,11
49,2
31,32
36,3
31,30
31,5
42,20
25,41
7,43
44,36
18,13
47,3
46,31
14,38
19,39
16,1
29,0
34,48
48,46
48,36
19,24
47,15
24,45
40,34
32,16
11,41
14,35
27,41
11,24
38,27
9,24
45,9
46,40
39,47
0,27
5,44
37,24
5,30
47,29
19,15
9,16
9,46
32,9
0,27
6,31
24,34
45,47
22,44
14,25
5,9
32,17
38,11
15,16
46,0
36,4
19,18
33,25
32,35
10,29
15,13
6,12
11,2
26,37
39,0
43,19
2,36
8,44
18,34
30,10
4,7
38,33
10,9
9,7
37,12
33,7
18,39
0,29
15,35
44,32
10,26
22,17
45,7
13,20
45,7
42,9
12,13
1,6
46,23
27,28
28,49
28,10
40,17
23,42
0,47
26,48
28,37
40,48
29,9
41,18
48,7
12,32
29,25
41,43
45,10
4,41
22,19
0,41
18,45
26,31
46,36
0,9
27,44
14,29
27,46
36,29
10,21
35,44
23,10
28,2
25,7
43,15
13,32
28,27
16,40
34,24
39,23
24,2
42,19
47,22
4,25
38,11
33,47
9,46
18,6
37,5
41,31
36,14
35,2
3,40
13,24
2,15
3,2
3,20
46,3
6,44
47,12
9,49
4,40
38,0
7,34
13,30
12,9
38,4
29,15
2,3
45,1
10,4
27,9
0,1
29,0
34,41
41,43
42,9
38,36
4,48
18,27
28,30
1,47
44,40
49,13
43,31
22,46
48,1
4,38
23,38
12,43
36,34
17,2
1,8
1,23
9,5
1,26
29,18
9,14
48,29
13,37
39,1
23,0
41,10
3,17
26,41
23,47
31,5
23,26
7,16
16,42
15,10
15,44
31,21
9,46
16,7
5,49
22,4
33,22
39,46
32,31
23,45
14,37
27,6
8,49
21,29
46,22
20,10
3,48
45,37
6,45
39,15
40,16
8,38
0,26
28,3
5,22
2,10
5,9
33,42
29,22
45,36
4,43
2,37
41,46
46,15
43,8
38,23
48,33
42,20
44,27
4,34
35,44
43,17
12,31
21,15
40,6
32,12
13,48
21,6
31,22
22,29
48,37
9,23
35,5
9,6
35,31
43,6
27,15
27,42
2,28
4,14
6,34
26,37
11,16
37,20
20,34
16,19
2,20
9,47
15,32
13,38
25,40
48,34
43,5
36,40
2,14
28,43
38,29
25,32
12,49
42,16
0,35
19,14
27,35
31,38
28,30
39,28
46,15
37,0
11,42
31,49
35,30
37,2
27,1
37,10
6,27
39,21
11,6
26,41
21,8
40,9
8,13
49,27
41,21
46,37
20,18
15,23
48,14
15,16
21,8
47,28
26,27
27,10
17,10
33,13
31,23
19,31
1,19
40,24
28,30
37,0
26,11
1,10
31,37
42,18
38,0
30,5
33,24
14,19
47,43
8,17
30,47
41,2
24,20
24,15
24,45
18,37
21,18
7,23
31,13
43,7
46,19
1,35
44,45
5,4
41,49
48,7
42,30
48,34
36,21
9,28
22,47
46,47
47,19
10,44
42,48
49,1
5,6
32,36
10,1
42,1
29,33
12,19
35,16
33,44
26,34
5,3
27,30
15,49
15,31
6,46
4,0
0,9
24,38
42,5
15,24
18,24
42,29
34,3
1,49
36,17
23,19
43,21
22,47
0,29
38,1
21,18
26,18
5,49
46,49
16,46
39,26
13,11
32,47
19,12
35,45
49,20
0,40
2,0
6,34
6,10
19,36
15,45
30,21
10,13
0,47
27,44
49,26
34,15
28,41
46,30
17,13
9,42
10,29
19,35
35,45
47,42
30,27
5,33
34,8
30,37
13,39
3,37
47,23
31,0
34,24
40,37
23,0
23,33
23,49
18,2
41,49
43,24
44,40
26,28
5,40
48,16
33,12
18,16
13,46
5,14
42,2
29,14
10,25
31,19
3,19
12,40
37,32
21,1
24,38
8,37
30,21
17,33
19,12
7,26
47,13
0,47
22,28
17,18
28,3
12,42
21,10
35,2
28,43
41,2
19,28
7,5
32,49
44,13
8,11
46,2
19,37
26,11
33,10
36,49
42,40
46,22
20,45
17,36
9,6
20,13
42,36
44,49
48,26
25,21
27,3
39,24
33,11
29,20
21,12
39,26
14,44
4,27
47,14
45,38
6,43
47,28
39,38
42,28
45,35
25,33
38,28
5,32
3,37
25,22
33,0
24,16
27,0
28,30
44,24
31,29
10,23
19,48
46,23
33,44
35,19
15,27
18,10
8,23
23,20
19,42
4,19
47,39
9,27
48,28
5,9
30,41
4,41
36,46
9,25
9,14
10,30
10,0
47,11
39,40
46,5
42,46
17,20
42,2
12,45
25,8
25,14
36,3
25,31
9,44
46,3
48,5
1,39
24,14
19,8
35,22
19,28
45,15
17,49
20,6
25,48
18,36
46,12
23,15
32,43
33,25
43,42
8,33
33,29
41,20
44,12
13,25
19,40
36,7
13,12
47,35
2,21
22,15
19,45
5,34
27,35
35,47
34,44
29,42
48,30
24,6
19,31
21,37
24,30
35,10
24,22
48,42
10,11
40,45
26,7
34,45
44,2
40,29
9,39
29,12
32,41
46,36
14,25
31,26
41,36
46,44
22,33
26,44
49,26
25,39
15,12
49,11
23,27
17,6
16,46
23,11
17,19
21,3
5,45
25,48
26,17
5,33
33,23
37,7
10,1
22,25
14,47
30,36
39,12
20,6
32,8
40,48
23,41
31,32
4,34
27,25
14,9
34,44
36,37
44,42
1,38
33,37
28,11
1,48
37,0
32,0
12,19
31,8
39,6
10,36
48,30
30,17
42,35
22,19
14,24
46,41
42,43
40,6
28,46
46,0
21,49
34,18
2,14
32,41
30,47
23,46
40,42
8,49
6,2
36,44
2,43
2,26
41,37
33,34
3,26
46,16
40,37
29,41
24,37
47,43
9,41
11,0
49,45
33,26
7,18
45,33
8,27
1,38
32,37
4,41
18,34
42,19
35,15
49,2
0,13
12,47
42,4
22,46
29,42
43,15
33,41
47,1
39,33
32,36
13,24
39,7
3,26
28,42
46,19
11,34
2,5
36,19
22,41
48,38
4,1
24,35
21,35
34,8
17,6
29,36
23,35
34,38
26,16
43,27
9,23
40,16
0,32
12,22
40,42
12,49
14,46
31,49
23,11
43,23
28,6
14,38
4,38
27,14
22,8
33,31
42,20
36,49
21,2
28,0
35,18
19,49
18,2
13,4
33,43
19,33
44,46
6,49
25,46
28,39
34,4
36,32
45,8
12,44
31,43
32,9
6,48
23,34
10,35
4,38
39,41
6,20
46,31
39,11
37,15
49,42
19,34
22,42
25,42
19,3
47,37
17,8
16,9
34,10
5,40
12,49
26,22
16,15
11,35
45,38
8,14
31,7
47,26
21,3
26,4
31,27
33,11
21,18
15,20
4,25
28,3
4,36
49,24
22,25
18,4
39,20
25,14
37,38
21,20
22,21
35,6
49,43
25,41
23,15
41,17
36,34
31,45
37,3
44,0
47,15
5,1
2,38
12,3
36,43
30,26
25,43
32,20
11,26
22,34
4,5
49,31
46,12
24,25
32,26
29,41
25,21
48,17
9,31
45,23
5,23
5,21
48,9
34,40
23,7
17,46
45,32
34,20
1,43
15,24
42,32
38,36
39,16
49,6
5,2
40,26
18,35
9,42
23,44
3,27
42,40
32,46
34,25
26,22
34,27
23,34
42,24
9,39
41,6
15,45
44,43
6,30
49,41
29,48
46,45
44,49
41,15
7,13
36,0
25,36
38,13
22,20
34,11
23,28
24,2
34,29
39,19
40,0
16,46
15,8
13,25
41,49
43,22
7,16
24,27
15,46
43,41
10,31
43,41
26,47
44,22
29,6
27,1
45,37
3,26
28,10
10,13
15,49
24,47
2,39
39,3
32,21
4,49
44,1
35,9
2,29
32,27
29,37
24,17
26,9
25,1
8,21
0,48
18,1
16,47
48,18
32,22
24,31
41,19
25,15
30,29
34,37
4,35
3,10
22,14
34,25
5,20
32,5
13,20
41,44
44,12
43,30
28,34
23,46
43,33
8,22
23,35
28,13
38,32
9,18
41,1
26,39
13,21
20,35
40,39
7,41
9,2
42,6
22,13
39,10
29,43
45,22
49,1
26,15
28,8
15,30
44,25
44,33
9,35
44,25
7,14
6,21
24,41
4,3
9,30
49,37
15,10
11,46
33,15
17,4
38,7
33,49
42,46
0,9
27,29
34,15
24,39
31,36
12,11
26,48
20,45
47,22
49,3
25,42
0,44
48,17
14,42
14,49
37,14
6,24
27,1
39,20
40,1
5,10
29,16
5,21
29,11
20,31
30,28
29,32
9,10
46,8
40,43
39,17
45,23
29,9
34,44
4,27
14,30
45,21
41,26
30,9
4,13
42,13
46,21
42,9
44,36
21,14
19,49
46,7
26,1
18,37
32,19
25,29
16,37
34,7
19,22
2,34
22,25
6,33
39,13
16,47
18,35
26,14
7,49
46,48
6,10
29,41
23,12
40,18
32,37
4,30
35,22
49,16
31,35
4,25
17,34
47,43
26,30
23,40
42,37
20,26
18,11
9,24
28,4
17,2
23,19
30,42
4,47
12,16
14,44
44,39
42,25
22,39
5,36
15,6
41,24
17,35
38,44
18,44
47,33
32,49
27,24
33,47
26,43
35,48
21,16
9,3
13,1
32,8
19,33
14,1
46,18
46,10
11,34
16,47
28,36
21,23
32,34
20,22
35,27
1,21
45,49
42,9
4,0
47,15
1,49
16,23
48,2
8,4
3,32
41,12
2,8
49,8
11,3
8,38
24,18
41,26
9,10
32,16
39,27
6,29
24,43
16,45
7,4
11,32
45,20
17,20
17,13
49,43
38,15
39,30
37,27
3,22
22,38
19,20
10,46
35,33
43,30
20,19
30,21
10,43
19,18
49,27
28,18
15,5
22,31
38,28
45,30
13,28
7,46
4,11
7,0
45,10
45,34
1,2
37,8
8,28
15,39
1,29
1,46
6,3
40,41
33,8
31,15
35,8
22,2
7,6
12,46
13,44
3,40
0,5
18,14
9,0
5,9
40,48
25,16
17,5
45,23
31,7
36,48
38,40
19,14
34,18
16,30
41,38
35,43
29,42
7,32
0,18
34,43
36,0
44,25
1,29
2,31
10,43
35,25
49,43
9,15
45,47
30,33
49,45
6,21
33,44
49,11
10,31
11,20
3,31
39,28
24,48
7,44
29,40
29,28
35,6
7,41
0,42
1,30
6,31
15,13
11,1
35,27
19,22
11,48
32,8
14,20
12,5
16,32
10,23
10,41
0,17
32,13
8,49
22,14
17,42
12,40
8,14
39,36
35,49
42,16
4,9
6,26
45,35
21,12
12,4
17,6
25,15
31,23
20,34
9,34
41,13
33,47
27,22
47,9
17,42
29,32
16,19
17,47
15,29
34,2
46,10
8,28
47,12
33,39
28,30
39,19
15,26
12,26
30,34
22,13
15,42
22,36
18,23
0,24
20,42
19,16
7,41
26,40
6,44
12,31
27,39
20,19
13,7
15,34
38,32
8,36
14,38
4,20
16,10
7,40
47,36
35,31
34,14
43,20
17,21
46,49
34,24
25,5
22,16
14,29
32,38
20,28
7,23
15,7
0,41
21,2
10,15
34,2
10,44
37,39
33,42
3,45
6,48
44,41
46,47
29,2
8,30
9,21
44,0
35,33
8,21
43,1
47,0
9,40
45,18
5,35
49,9
11,21
44,18
2,13
8,35
2,43
26,33
17,30
35,39
48,45
2,32
41,3
5,30
28,10
43,11
22,40
22,47
6,0
27,30
7,8
1,24
13,12
28,11
15,22
14,30
4,41
29,4
33,36
24,32
17,1
44,30
36,21
18,44
25,11
6,9
9,7
10,39
42,29
19,8
5,45
41,45
48,22
26,2
10,40
46,30
27,33
11,5
7,6
7,34
28,35
7,16
30,5
33,23
38,34
46,1
45,36
20,30
25,39
0,32
15,44
30,43
10,32
26,9
46,41
46,25
46,9
23,0
40,3
28,3
16,11
29,35
6,21
27,40
8,43
26,42
22,44
35,16
27,17
3,21
24,14
40,6
4,45
30,31
17,10
2,41
21,17
6,48
12,28
46,13
16,35
6,29
48,13
21,42
28,25
43,41
34,40
30,22
19,21
3,38
16,31
33,29
35,30
25,4
38,46
7,5
48,35
49,38
46,16
10,33
28,5
48,2
48,14
4,22
29,26
16,37
47,16
48,8
40,34
35,41
13,42
49,48
47,32
9,48
16,27
45,14
49,43
27,42
19,3
17,4
21,38
23,16
45,41
14,6
5,25
36,17
43,22
13,37
32,16
32,43
0,46
11,26
27,8
2,44
25,16
34,12
39,28
34,43
2,42
21,37
0,41
49,36
46,16
16,17
45,47
29,37
39,21
40,37
37,6
43,27
33,4
20,48
14,15
48,6
36,43
12,25
16,6
28,48
41,26
12,29
15,14
7,28
12,5
3,33
0,22
18,28
30,25
15,5
41,13
30,33
39,13
32,33
33,42
45,11
27,20
47,42
31,41
49,3
33,49
47,12
33,3
45,0
35,6
4,37
2,15
15,38
11,13
41,20
16,45
32,11
17,31
30,22
9,7
31,1
24,17
35,16
2,27
36,17
18,25
6,32
45,15
44,48
27,20
8,3
18,30
11,9
31,18
36,4
35,21
28,43
11,20
1,11
10,15
42,49
43,32
6,30
39,11
15,36
45,49
34,36
6,26
47,29
3,16
47,46
30,22
36,19
38,26
12,37
44,48
